State,City,Type_of_facilities,Address
OKLAHOMA,OKLAHOMA CITY,TOURIST HOMES,Cortland Rms. - 629 N. E. 4th St.
OKLAHOMA,OKLAHOMA CITY,TAVERN,Lyons Cafe - 304 E. 2nd St.
OKLAHOMA,OKLAHOMA CITY,BEAUTY PARLORS,Chambers - 521 N. Kelly St.
OKLAHOMA,SHAWNEE,HOTELS,Ollison - 501 S. Bell St.
OKLAHOMA,SHAWNEE,TOURIST HOMES,M. Gross - 602 S. Bell St.
OKLAHOMA,TULSA,HOTELS,Small - 615 E. Archer St.
OKLAHOMA,TULSA,HOTELS,Lincoln - E. Archer St.
OKLAHOMA,TULSA,HOTELS,Red Wing - 206 N. Greenwood
OKLAHOMA,TULSA,HOTELS,Royal - 605 E. Asher St.
OKLAHOMA,TULSA,HOTELS,Manard - 622 E. Mashill Pl.
OKLAHOMA,TULSA,HOTELS,McHunt - 1121 N. Grenwood Ave.
OKLAHOMA,TULSA,HOTELS,Warren Hotel -
OKLAHOMA,TULSA,HOTELS,Y.W.C.A. - 621 E. Oklahoma Pl.
OKLAHOMA,TULSA,TOURIST HOMES,W. H. Smith - 124 1/2 N. Greenwood
OKLAHOMA,TULSA,TOURIST HOMES,Mrs. Thomas Gentry - 537 N. Detroit Ave.
OKLAHOMA,TULSA,TOURIST HOMES,Mrs. C. L. Netherland - 542 N. Elgin St.
OKLAHOMA,TULSA,TOURIST HOMES,Lincoln Lodge - 1407 1/2 E. 15th St.
OKLAHOMA,TULSA,RESTAURANTS,Your Cab - 517 E. Beady St.
OKLAHOMA,TULSA,RESTAURANTS,Barbeque - 1111 N. Greenwood Av.
OKLAHOMA,TULSA,BEAUTY PARLORS,Mrs. Smiths' - 524 E. Jasper
OKLAHOMA,TULSA,BEAUTY PARLORS,Cotton Bossom - 106 N. Greenwood Ave.
OKLAHOMA,TULSA,BEAUTY PARLORS,Mrs. J. C. Mays' - 523 N. Greenwood Ave.
OKLAHOMA,TULSA,BARBER SHOP,Leader - 203 N. Greenwood
OKLAHOMA,TULSA,TAVERNS,Del Rio Bar - 1448 N. Greenwood Ave.
OKLAHOMA,TULSA,SERVICE STATIONS,Mince - 2nd & Elgin Sts.
OKLAHOMA,TULSA,GARAGES,Pine St. - 906 E. Pine St.
OKLAHOMA,TULSA,GARAGES,L & M - 617 E. Cameron St.
OKLAHOMA,TULSA,DRUG STORES,Meharry Drugs - 101 Greenwood Ave.
OKLAHOMA,WEWOKA,HOTELS,Carter
OREGON,PORTLAND,HOTELS,Medley - 2272 N. Interstate Ave.
OREGON,PORTLAND,HOTELS,Y. W. C. A. - N. E. Williams Ave. at Tillamook
OREGON,PORTLAND,RESTAURANTS,Barno's - 85 N. E. Broadway
OREGON,PORTLAND,RESTAURANTS,Cozy Inn - 66 N. E. Broadway
OREGON,PORTLAND,RESTAURANTS,Ethel Cross - 203 N. Halsey
OREGON,PORTLAND,RESTAURANTS,Rosie's - 1228 N. E. 1st Ave.
OREGON,PORTLAND,RESTAURANTS,Jack's - 83 N. E. Cherry
OREGON,PORTLAND,RESTAURANTS,Ballot Box - 1508 N. Williams Ave.
OREGON,PORTLAND,BEAUTY PARLOR,Inez - 1736 Vancouver Ave.
OREGON,PORTLAND,SERVICE STATIONS,Walter's Super Service
OREGON,PORTLAND,GARAGES,English Service - N. E. Williams at Weidler
OREGON,PORTLAND,TAXICABS,Broadway -
OREGON,PORTLAND,BARBER SHOP,Holliday's - 511 N. W. 6th St.
OREGON,PORTLAND,ROAD HOUSES,Spicer's - 1734 N. Williams Ave.
OREGON,PORTLAND,NIGHT CLUB,Oregon Frat. Asso. - 1412 N. Williams Ave.
OREGON,PORTLAND,TAILORS,Busy Bee - N. E. Weidler Cor. Vancouver
PENNSYLVANIA,ALLENTOWN,TOURIST HOMES,"Mrs. D. Taliaferro, 378 Union St."
PENNSYLVANIA,BEDFORD,HOTELS,Harris - 200 West St.
PENNSYLVANIA,BRISTOL,TOURIST HOMES,"Mrs. L. Whillhite, 414 Cedar St."
PENNSYLVANIA,COATESVILLE,HOTELS,Subway
PENNSYLVANIA,CHAMBERSBURG,TOURIST HOMES,"Mrs. H. Pinns, 68 W. Liberty St."
PENNSYLVANIA,CHESTER,HOTELS,Moonglow - 225 Market St.
PENNSYLVANIA,CHESTER,RESTAURANTS,Rio - 321 Central Ave.
PENNSYLVANIA,CHESTER,TAVERNS,Wright's - West 3rd St. & Central
PENNSYLVANIA,CHESTER,BARBER SHOPS,Bouldin - 1710 West 3rd St.
PENNSYLVANIA,CHESTER,BEAUTY PARLOR,Rosella - 413 Concord Ave.
PENNSYLVANIA,CHESTER,BEAUTY PARLOR,Alex. Davis - 123 Reaney St.
PENNSYLVANIA,CHESTER,SERVICE STATIONS,Barnett - 7th & Central
PENNSYLVANIA,CHESTER,TAILORS,Tailor Shop - 515 Central Ave.
PENNSYLVANIA,WEST CHESTER,HOTELS,"Magnolia, 300 E. Miner St."
PENNSYLVANIA,DARBY,TAVERNS,Golden Star - 10th & Forrester Ave.
PENNSYLVANIA,ERIE,HOTELS,"Pope, 1318 French St."
PENNSYLVANIA,,TOURIST HOMES,Mrs. Famble - 538 West 12th St.
PENNSYLVANIA,GETTYSBURG,TOURIST HOMES,Mrs. J. Forsett - 210 W. High St.
PENNSYLVANIA,HARRISBURG,HOTELS,Alexander - 7th & Boas Sts.
PENNSYLVANIA,HARRISBURG,HOTELS,"Jackson, 1004 N. 6th St."
PENNSYLVANIA,HARRISBURG,TOURIST HOMES,"Mrs. H. Carter, 606 Foster St."
PENNSYLVANIA,HARRISBURG,TOURIST HOMES,"Mrs. H. Hall, Herr & Montgomery"
PENNSYLVANIA,HARRISBURG,TOURIST HOMES,Mrs. W. D. Jones - 613 forster St.
PENNSYLVANIA,LANCASTER,TOURIST HOMES,E. Clark - 449 S. Duke St.
PENNSYLVANIA,LANCASTER,TOURIST HOMES,"J. Carter, 143 S. Duke St."
PENNSYLVANIA,LANCASTER,TOURIST HOMES,"A. L. Polite, 540 North St."
PENNSYLVANIA,NORRISTOWN,TOURIST HOMES,Mrs. D. Slater - 1211 Arch St.
PENNSYLVANIA,NEW CASTLE,HOTELS,Y. M .C .A. - 140 Elm St.
PENNSYLVANIA,OIL CITY,TOURIST HOMES,"Mrs. Jackson, 258 Bissel Ave."
PENNSYLVANIA,OIL CITY,TOURIST HOMES,"Mrs. M. Moore, 8 Bishop St."
PENNSYLVANIA,PHILADELPHIA,HOTELS,Attucks - 801 S. 15th St.
PENNSYLVANIA,PHILADELPHIA,HOTELS,Elizabeth Fry - 756 S. 16th St.
PENNSYLVANIA,PHILADELPHIA,HOTELS,Dupree - 529 So. Broad St.
PENNSYLVANIA,PHILADELPHIA,HOTELS,Woodson - 17th & Lombard Sts.
PENNSYLVANIA,PHILADELPHIA,HOTELS,Gilchriest - 319 N. 40 St.
PENNSYLVANIA,PHILADELPHIA,HOTELS,Dixie - 606 S. 13th St.
PENNSYLVANIA,PHILADELPHIA,HOTELS,The Grand - 420 So. 15th St.
PENNSYLVANIA,PHILADELPHIA,HOTELS,"Baltimore, 1438 Lombard St."
PENNSYLVANIA,PHILADELPHIA,HOTELS,"Citizens, 420 S. 15th St."
PENNSYLVANIA,PHILADELPHIA,HOTELS,"Douglas, Broad & Lombard Sts."
PENNSYLVANIA,PHILADELPHIA,HOTELS,"Elrae, 805 N. 13th St."
PENNSYLVANIA,PHILADELPHIA,HOTELS,"La Salle, 2026 Ridge Ave."
PENNSYLVANIA,PHILADELPHIA,HOTELS,"Maceo Cafe, Van Pelt & Norris St."
PENNSYLVANIA,PHILADELPHIA,HOTELS,"New Roadside, 514 S. 15th St."
PENNSYLVANIA,PHILADELPHIA,HOTELS,"Paradise, 1627 Fitzwater St."
PENNSYLVANIA,PHILADELPHIA,HOTELS,"Y. M. C. A., 1724 Christian St."
PENNSYLVANIA,PHILADELPHIA,HOTELS,"Y. W. C. A., 1605 Catherine St."
PENNSYLVANIA,PHILADELPHIA,HOTELS,"Y. W. C .A., 6128 Germantown Ave."
PENNSYLVANIA,PHILADELPHIA,HOTELS,Horseshoe - 12th & Lombard
PENNSYLVANIA,PHILADELPHIA,HOTELS,New Phain - 2059 Fitzwater St.
PENNSYLVANIA,PHILADELPHIA,HOTELS,La Reve - Cor. 9 & Columbus Ave.
PENNSYLVANIA,PHILADELPHIA,TAVERNS,Cotton Grove - 1329 South St.
PENNSYLVANIA,PHILADELPHIA,TAVERNS,Loyal Grill - 16th & South Sts.
PENNSYLVANIA,PHILADELPHIA,TAVERNS,Lyons Café - 1418 South St.
PENNSYLVANIA,PHILADELPHIA,TAVERNS,Wayside Inn - 13th & Oxford Sts.
PENNSYLVANIA,PHILADELPHIA,TAVERNS,"Dixon's Wonder Bar, 19th & Montgomery Sts."
PENNSYLVANIA,PHILADELPHIA,TAVERNS,"Lenox, Popular - Jessup Sts."
PENNSYLVANIA,PHILADELPHIA,TAVERNS,"Roseland, 5404 Arch St."
PENNSYLVANIA,PHILADELPHIA,TAVERNS,"Sam's, 1612 South St."
PENNSYLVANIA,PHILADELPHIA,TAVERNS,"Wander Inn, 18th & Federal Sts."
PENNSYLVANIA,PHILADELPHIA,TAVERNS,Campbells - 18th & South Sts.
PENNSYLVANIA,PHILADELPHIA,TAVERNS,Old Peacock - 766 Market St.
PENNSYLVANIA,PHILADELPHIA,TAVERNS,Congo - 2300 Ridge Ave.
PENNSYLVANIA,PHILADELPHIA,TAVERNS,Freds - 1320 South St.
PENNSYLVANIA,PHILADELPHIA,NIGHT CLUBS,"Butler's Paradise, Ridge & Jefferson"
PENNSYLVANIA,PHILADELPHIA,NIGHT CLUBS,"The Progressive Club, 1415 S. 20th St."
PENNSYLVANIA,PHILADELPHIA,NIGHT CLUBS,Irene's - 2200 Ridge Ave.
PENNSYLVANIA,PHILADELPHIA,NIGHT CLUBS,Modern Café - Cor. 11 & Fitzwater Street
PENNSYLVANIA,PHILADELPHIA,NIGHT CLUBS,Crystal Room - 1935 W. Columbia Ave.
PENNSYLVANIA,PHILADELPHIA,RESTAURANTS,"Marion's, 20th & Bainridge Sts."
PENNSYLVANIA,PHILADELPHIA,RESTAURANTS,"Wilson's, 21st & Burke Sts."
PENNSYLVANIA,PHILADELPHIA,RESTAURANTS,Seattle - 113 South St.
PENNSYLVANIA,PHILADELPHIA,RESTAURANTS,Lill's - 908 So. 17th St.
PENNSYLVANIA,PHILADELPHIA,BARBER SHOPS,"S. Jones, 2064 Ridge St."
PENNSYLVANIA,PHILADELPHIA,BEAUTY PARLORS,"Effie's, 5502 Girad Ave."
PENNSYLVANIA,PHILADELPHIA,BEAUTY PARLORS,"Elizabeth's, 5003 Brown St."
PENNSYLVANIA,PHILADELPHIA,BEAUTY PARLORS,"A. Henson, 1318 Fairmont Ave."
PENNSYLVANIA,PHILADELPHIA,BEAUTY PARLORS,"Jennie's, 1618 French St."
PENNSYLVANIA,PHILADELPHIA,BEAUTY PARLORS,"La Salle, 2036 Ridge St."
PENNSYLVANIA,PHILADELPHIA,BEAUTY PARLORS,"Lady Ross, 718 S. 18th St."
PENNSYLVANIA,PHILADELPHIA,BEAUTY PARLORS,Reynolds - 1612 N. 13th St.
PENNSYLVANIA,PHILADELPHIA,BEAUTY PARLORS,"Rose's, 16th & South Sts."
PENNSYLVANIA,PHILADELPHIA,BEAUTY PARLORS,F. Franklin - 2115 W. York St.
PENNSYLVANIA,PHILADELPHIA,BEAUTY PARLORS,R. Morton's - 17th & Bainbridge Sts.
PENNSYLVANIA,PHILADELPHIA,BEAUTY PARLORS,Redmond's - 4823 Fairmount St.
PENNSYLVANIA,PHILADELPHIA,BEAUTY PARLORS,A. B. Tooks - 1913 W. Diamond St.
PENNSYLVANIA,PHILADELPHIA,AUTOMOTIVES,United Oil - 16th & Fitzwater
PENNSYLVANIA,PHILADELPHIA,GARAGES,Booker Bros - 1811 Fitzwater St.
PENNSYLVANIA,PHILADELPHIA,GARAGES,Garage - 5732 Westminister Ave.
PENNSYLVANIA,PHILADELPHIA,GARAGES,Garage - 1823 Bainbridge St.
PENNSYLVANIA,PHILADELPHIA,SERVICE STATIONS,"Dorsey Bros., 2009 Oxford St."
PENNSYLVANIA,GERMANTOWN PHIL,HOTELS,Y. M. C. A. - 132 W. Rittenhouse St.
PENNSYLVANIA,GERMANTOWN PHIL,TOURIST HOMES,M. Foote - 5560 Blakmore St.
PENNSYLVANIA,GERMANTOWN PHIL,BEAUTY PARLORS,M. Harris - 260 Arnot St.
PENNSYLVANIA,GERMANTOWN PHIL,TAVERNS,"The Terrace Grill, 75 E. Sharpnack St."
PENNSYLVANIA,PITTSBURGH,HOTELS,Ave - 1538 Wylie Ave.
PENNSYLVANIA,PITTSBURGH,HOTELS,"Bailey's Stagg, 1308 Wylie Ave."
PENNSYLVANIA,PITTSBURGH,HOTELS,"Bailey's, 1533 Center Ave."
PENNSYLVANIA,PITTSBURGH,HOTELS,"Colonial, Wylie Ave. & Fulton St."
PENNSYLVANIA,PITTSBURGH,HOTELS,"Park, 2215 Wylie Ave."
PENNSYLVANIA,PITTSBURGH,HOTELS,"Potter, 1304 Wylie Ave."
PENNSYLVANIA,PITTSBURGH,TOURIST HOMES,"Mrs. R. Lewis, 2600 Wylie Ave."
PENNSYLVANIA,PITTSBURGH,TOURIST HOMES,B. William - 68 Fullerton St.
PENNSYLVANIA,PITTSBURGH,TOURIST HOMES,Mrs. William - 5518 Claybourne St.
PENNSYLVANIA,PITTSBURGH,RESTAURANTS,Dearing's - 2524 Wylie Ave.
PENNSYLVANIA,PITTSBURGH,BEAUTY PARLORS,Orchid - 1709 Wylie Ave.
PENNSYLVANIA,PITTSBURGH,BEAUTY PARLORS,Charlotte's - 2639 Wylie Ave.
PENNSYLVANIA,PITTSBURGH,GARAGES,Wylie's - Wylie Ave. - Bet. Wash & Fernands.
PENNSYLVANIA,PITTSBURGH,SERVICE STATIONS,Scotty's - 2414 Centre Ave.
PENNSYLVANIA,READING,TOURIST HOMES,"C. Dawson, 441 Buttonwood St."
PENNSYLVANIA,SCRANTON,TOURIST HOMES,MRS. ELVIRA KING - 1312 LINDEN STREET
PENNSYLVANIA,SCRANTON,TOURIST HOMES,Mrs. Jenkins - 610 N. Wash Ave.
PENNSYLVANIA,SCRANTON,TOURIST HOMES,Mrs. J. Taylor - 1415 Penn Ave.
PENNSYLVANIA,SHARON HILL,TAVERNS,Dixie Cafe - Hook Rd. - Howard St.
PENNSYLVANIA,WASHINGTON,HOTELS,"Jimmie Fishers, 120 E. Chestnut St"
PENNSYLVANIA,WASHINGTON,TOURIST HOMES,Mrs. A. Banks - 140 E. Chestnut St.
PENNSYLVANIA,WASHINGTON,TOURIST HOMES,B. T. Washington - 32 N. College
PENNSYLVANIA,WASHINGTON,RESTAURANTS,"W. Allen, N. Lincoln St."
PENNSYLVANIA,WASHINGTON,RESTAURANTS,"J. Fisher, 120 E. Chestnut St."
PENNSYLVANIA,WASHINGTON,RESTAURANTS,"M. Thomas, N. Lincoln St."
PENNSYLVANIA,WASHINGTON,RESTAURANTS,Lincoln - N. Elm St.
PENNSYLVANIA,WASHINGTON,NIGHT CLUMBS,"Dreamland Inn, E. Hallan Ave."
PENNSYLVANIA,WASHINGTON,BARBER SHOPS,"Yancey's, E. Spruce St."
PENNSYLVANIA,WASHINGTON,BARBER SHOPS,"T. Wheeler, E. Chestnut St."
PENNSYLVANIA,WASHINGTON,BARBER SHOPS,"J. Baker, E. Chestnut St."
PENNSYLVANIA,WAYNE,NIGHT CLUB,Plantation - Gulf Rd. & Henry A.
PENNSYLVANIA,WILLIAMSPORT,TOURIST HOMES,Mrs. W. Gordon - 646 Walnut St.
PENNSYLVANIA,WILLIAMSPORT,TOURIST HOMES,"M. Nash, 612 Walnut St."
PENNSYLVANIA,WILKES BARRE,HOTELS,"Shaw, 15 S. State St."
PENNSYLVANIA,YORK,HOTELS,"Y. W. C. A., N. Lincoln St."
PENNSYLVANIA,YORK,HOTELS,TOURIST HOMES
PENNSYLVANIA,YORK,HOTELS,"Mrs. E. Armstrong, 116 E. King St."
PENNSYLVANIA,YORK,HOTELS,"Mrs. I. Grayson, 32 W. Princess"
RHODE ISLAND,NEWPORT,TOURIST HOMES,Mrs. F. Jackson - 28 Hall Ave.
RHODE ISLAND,NEWPORT,TOURIST HOMES,Mrs. R. Craddle - 165 Spring St.
RHODE ISLAND,NEWPORT,TOURIST HOMES,Mrs. C. F. Burton - 7 De Bois St
RHODE ISLAND,NEWPORT,TOURIST HOMES,Mrs. L. Jackson - 35 Bath Road
RHODE ISLAND,PROVIDENCE,HOTELS,"The Bertha, 54 Meeting St."
RHODE ISLAND,PROVIDENCE,HOTELS,Biltmore -
RHODE ISLAND,PROVIDENCE,TOURIST HOMES,Mrs. M. A. Greene - 58 Meeting St.
RHODE ISLAND,PROVIDENCE,TOURIST HOMES,W. W. Joyce - 24 Camp St.
RHODE ISLAND,PROVIDENCE,TOURIST HOMES,Dinah's - 462 - 4 N. Main
RHODE ISLAND,PROVIDENCE,BEAUTY PARLORS,B. Boyd's - 43 Camp St.
RHODE ISLAND,PROVIDENCE,BEAUTY PARLORS,Geraldine's - 205 Thurbus Ave.
RHODE ISLAND,PROVIDENCE,BEAUTY PARLORS,Lucille's - 477 N. Main St.
RHODE ISLAND,PROVIDENCE,AUTOMOBILES,George's - 203 Plainfield St.
SOUTH CAROLINA,AIKEN,TOURIST HOMES,Mrs. C. F. Holland - 1118 Richland Ave.
SOUTH CAROLINA,AIKEN,TOURIST HOMES,"Mrs. M. H. Harrison, Richland Avenue"
SOUTH CAROLINA,AIKEN,ROAD HOUSES,"Chauffeurs Inn, 1102 Sumter Street"
SOUTH CAROLINA,AIKEN,SERVICE STATIONS,Mitchell's - V.S.I. York St.
SOUTH CAROLINA,AIKEN,DRUG STORES,Dr. C. C. Johnson - 1432 Park Ave.
SOUTH CAROLINA,BEAUFORD,SERVICE STATIONS,Peoples - D. Brown. Prop.
SOUTH CAROLINA,CHARLESTON,TOURIST HOMES,"Mrs. Alston, 43 South St."
SOUTH CAROLINA,CHARLESTON,TOURIST HOMES,"Mrs. Gladsden, 15 Nassau St."
SOUTH CAROLINA,CHARLESTON,TOURIST HOMES,"Mrs. Mayes, 47 Sotuh Street."
SOUTH CAROLINA,CHARLESTON,TOURIST HOMES,"L. Harleston, 250 Ashley Avenue"
SOUTH CAROLINA,CHARLESTON,TOURIST HOMES,A. Serrant - 99 Coming St.
SOUTH CAROLINA,CHARLESTON,TAVERNS,Green Grill - 186 Spring St.
SOUTH CAROLINA,CHARLESTON,TAVERNS,Harleston's Villa - 250 Ashley Ave.
SOUTH CAROLINA,CHARLESTON,TAXICABS,First Class - 242 Ashley St.
SOUTH CAROLINA,COLUMBIA,HOTELS,Y. W. C. A. - 1429 Park St.
SOUTH CAROLINA,COLUMBIA,HOTELS,"TAYLOR, 1016 Washington St."
SOUTH CAROLINA,COLUMBIA,TOURIST HOMES,College Inn - 1609 Harden St.
SOUTH CAROLINA,COLUMBIA,RESTAURANTS,Green Leaf - 1117 Washington St.
SOUTH CAROLINA,COLUMBIA,SERVICE STATIONS,Waverley - 2200 Taylor St.
SOUTH CAROLINA,COLUMBIA,SERVICE STATIONS,A. W. Simpkin's - 1331 Park St.
SOUTH CAROLINA,COLUMBIA,BARBER SHOPS,Holman's - 2103 Gervias St.
SOUTH CAROLINA,COLUMBIA,BEAUTY PARLORS,Ruth's - 1221 Pine St.
SOUTH CAROLINA,COLUMBIA,BEAUTY PARLORS,Mme. Peters - 1906 Blanding St.
SOUTH CAROLINA,COLUMBIA,TAXICABS,Blue Ribbon - 1072 Washington St.
SOUTH CAROLINA,COLUMBIA,DRUG STORES,Thomas' Drug Store
SOUTH CAROLINA,COLUMBIA,DRUG STORES,Counts' - 1105 Washington St.
SOUTH CAROLINA,FLORENCE,TOURIST HOMES,"Mrs. B. Wright, 1004 E. Cheeve St."
SOUTH CAROLINA,GEORGETOWN,TOURIST HOMES,"Mrs. R. Anderson, 424 Broad"
SOUTH CAROLINA,GEORGETOWN,TOURIST HOMES,"Mrs. D. Atkinson, 811 Duke"
SOUTH CAROLINA,GEORGETOWN,TOURIST HOMES,"Jas. Becote, 118 Oronge"
SOUTH CAROLINA,GEORGETOWN,TOURIST HOMES,"T. W. Brown, Merriman & Emanuel"
SOUTH CAROLINA,GEORGETOWN,TOURIST HOMES,"Mrs. A. A. Smith, 317 Emanuel"
SOUTH CAROLINA,GREENVILLE,HOTELS,Imperial - 8 Nelson St.
SOUTH CAROLINA,MULLENS,HOTELS,283 W. Front St.
SOUTH CAROLINA,SPARTANBURG,TOURIST HOMES,MRS. OCTAVIA JONES - 255 N. DEAN STREET
SOUTH CAROLINA,SPARTANBURG,RESTAURANTS,Beatty - N. View
SOUTH CAROLINA,SPARTANBURG,SERVICE STATIONS,Collins - 398 S. Liberty
SOUTH CAROLINA,SPARTANBURG,SERVICE STATIONS,Service & Cab - 114 Short Wafford St.
SOUTH CAROLINA,SPARTANBURG,GARAGES,Jones - 255 N. Dean St.
SOUTH CAROLINA,SPARTANBURG,BEAUTY PARLORS,Harmon - 221 N. Dean St.
SOUTH CAROLINA,SUMTER,TOURIST HOMES,Mrs. Julia E. Byrd - 504 N. Main street
SOUTH CAROLINA,WILLIAMSON,SERVICE STATIONS,Esso Gas Station -
SOUTH DAKOTA,SIOUX FALLS,TOURIST HOMES,Service Center - 415 So. 1st Ave.
SOUTH DAKOTA,SIOUX FALLS,TOURIST HOMES,Mrs. J. Moxley - 915 N. Main
TENNESSEE,CHATTANOOGA,HOTELS,Y. M. C. A. - 124 1/2 E. 9th St.
TENNESSEE,CHATTANOOGA,HOTELS,"Lincoln, 1101 Carter St."
TENNESSEE,CHATTANOOGA,HOTELS,"Martin, 204 E. 9th St."
TENNESSEE,CHATTANOOGA,HOTELS,"Peoples, 1104 Carter St."
TENNESSEE,CHATTANOOGA,TOURIST HOMES,"Mrs. J. Baker, 843 E. 8th St."
TENNESSEE,CHATTANOOGA,TOURIST HOMES,Mrs. E. Brown - 1129 E. 8th St.
TENNESSEE,CHATTANOOGA,TOURIST HOMES,"Mrs. D. Lowe, 803 Fairview Ave."
TENNESSEE,CHATTANOOGA,TOURIST HOMES,"Y. W. C. A., 839 E. 8th St."
TENNESSEE,CHATTANOOGA,TAXICABS,Simms - 915 University St.
TENNESSEE,CHATTANOOGA,BARBER SHOPS,Wright's - 219 E. 9th St.
TENNESSEE,CLARKSVILLE,HOTELS,"Central, 535 Franklin St."
TENNESSEE,CLARKSVILLE,TOURIST HOMES,"E. F. Thompkins, 411 Poston St"
TENNESSEE,CLARKSVILLE,TOURIST HOMES,"Mrs. H. Northington, 717 Main St."
TENNESSEE,BRISTOL,TOURIST HOMES,"A. D. Henderson, 301 McDowell St."
TENNESSEE,JACKSON,TAXICABS,Knox Cab Co. - 614 Lane Ave.
TENNESSEE,KNOXVILLE,HOTELS,Y. W. C. A. - 329 Temperance St.
TENNESSEE,KNOXVILLE,HOTELS,Brownlow - 219 E. Vine St.
TENNESSEE,LEXINGTON,TOURIST HOMES,"C. Timberlake, Holly St."
TENNESSEE,MEMPHIS,HOTELS,"Clarke, 144 Beale Ave."
TENNESSEE,MEMPHIS,HOTELS,Travelers - 347 Vance
TENNESSEE,MEMPHIS,HOTELS,Mitchells - 160 Hernando St.
TENNESSEE,MEMPHIS,RESTAURANTS,The Parkview - 516 N. 3rd St.
TENNESSEE,MEMPHIS,RESTAURANTS,Rosary - 154 Hernando St.
TENNESSEE,MEMPHIS,RESTAURANTS,Bobs' - 195 South 3rd St.
TENNESSEE,MEMPHIS,TAILORS,Parks - 697 Laumderdale
TENNESSEE,MEMPHIS,DRUG STORES,So. Memphis - 907 Florida Ave.
TENNESSEE,MURFREESBORO,TOURIST HOMES,"Mrs. R. Moore, Cor. University & State Sts."
TENNESSEE,MURFREESBORO,TOURIST HOMES,Mrs. F. Hoover - 439 E. State St.
TENNESSEE,NASHVILLE,HOTELS,Y. M. C. A. - 4th Ave. N. & Cedar St.
TENNESSEE,NASHVILLE,HOTELS,Y. W. C. A. - 436 - 5th Ave. N.
TENNESSEE,NASHVILLE,HOTELS,"Bryant, 500 8th Ave. S."
TENNESSEE,NASHVILLE,HOTELS,"Fred Douglas, 501 4th Ave. N."
TENNESSEE,NASHVILLE,HOTELS,Grace - 1122 Cedar St.
TENNESSEE,NASHVILLE,BEAUTY PARLORS,Queen of Shebra - 1404 Hawkins St.
TENNESSEE,NASHVILLE,BEAUTY PARLORS,Estelle - 419 - 4th Ave. Rm. 305
TENNESSEE,NASHVILLE,RESTAURANTS,Dew Drop Inn - 2514 Booker St.
TENNESSEE,NASHVILLE,RESTAURANTS,Black Hawk - 1124 Cedar St.
TENNESSEE,NASHVILLE,BARBER SHOPS,Y - 341 - 4th Ave. N.
TEXAS,ABILENE,TAVERNS,Hammond Cafe - 620 Plum St.
TEXAS,AUSTIN,TOURIST HOMES,Mrs. J. W. Frazier - 810 E. 13th
TEXAS,AUSTIN,TOURIST HOMES,Mrs. J. W. Duncan - 1214 E. 7th
TEXAS,AUSTIN,TOURIST HOMES,Mrs. W. M. Tears - 1203 E. 12th
TEXAS,BEAUMONT,RESTAURANTS,Long Bar - b - q - 539 Forsythe St.
TEXAS,CORSICANA,TOURISTS HOMES,Rev. Conner - E. 4th Ave.
TEXAS,CORSICANA,TOURISTS HOMES,S. J. Chestnut - 616 E. 5th Ave.
TEXAS,CORSICANA,TOURISTS HOMES,Robt. Lee - 712 E. 4th
TEXAS,DALLAS,HOTELS,Grand Terrace - Boll & Juliett
TEXAS,DALLAS,HOTELS,Lewis - 302 1/2 North Central St.
TEXAS,DALLAS,HOTELS,Powell - 3115 State St.
TEXAS,DALLAS,HOTELS,Y.M.C.A. - 2700 Flora St.
TEXAS,DALLAS,HOTELS,Y.W.C.A. - 3525 State St.
TEXAS,DALLAS,HOTELS,Hall's - 1825 1/2 Hall St.
TEXAS,DALLAS,HOTELS,Palm Hotel
TEXAS,DALLAS,RESTAURANTS,Beaumont Barbeque
TEXAS,DALLAS,RESTAURANTS,1815 Orange St.
TEXAS,DALLAS,RESTAURANTS,Tommie & Fred's -
TEXAS,DALLAS,RESTAURANTS,Wash St. & Thomas Ave.
TEXAS,DALLAS,RESTAURANTS,Irene's - 3209 Thomas Ave.
TEXAS,DALLAS,RESTAURANTS,Davis - 6806 Lemmon Ave.
TEXAS,DALLAS,RESTAURANTS,Palm Cafe - 2213 Halls St.
TEXAS,DALLAS,TAVERNS,Hall St. - 1804 Hall St.
TEXAS,DALLAS,BEAUTY PARLORS,S. Brown's - 1721 Hall St.
TEXAS,DALLAS,BARBER SHOPS,Washington's - 3203 Thomas Ave.
TEXAS,DALLAS,NIGHT CLUBS,Regal - Thomas Ave. & Hall St
TEXAS,DALLAS,DRUG STORES,Smith's - Cor. Hall St. & Thomas
TEXAS,DALLAS,SERVICE STATIONS,Walker's - 2307 Hall St.
TEXAS,DALLAS,SERVICE STATIONS,William's - Cor. Lennard & Thomas Ave.
TEXAS,DALLAS,SERVICE STATIONS,Jack's - Hall & Central Ave.
TEXAS,DALLAS,GARAGES,Givens - 3102 Ross Ave.
TEXAS,DALLAS,TAXICABS,State - 2411 Elm St.
TEXAS,EL PASO,HOTELS,Daniel - 413 S. Oregon St.
TEXAS,EL PASO,HOTELS,Murrays - 218 1/2 Mesa St.
TEXAS,EL PASO,HOTELS,Scott - 218 S. Mesa Ave.
TEXAS,EL PASO,HOTELS,Jordan's - 104 Kemp St.
TEXAS,EL PASO,TOURIST HOMES,Mrs. S. W. Stull - 511 Tornillo
TEXAS,EL PASO,TOURIST HOMES,C. Williams - 1507 Wyoming St.
TEXAS,EL PASO,TOURIST HOMES,L. Walker - 2923 E. San Antonio
